reference_type,source_file,tool_name,tool_slug,issue,recommended_action
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Ask the Record,ask-the-record,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AstroCarto,astrocarto,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,OptiHedge,optihedge,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,OptiHedge,optihedge,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AI Image 2 Video,ai-image-2-video,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AI Image 2 Video,ai-image-2-video,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AI Image 2 Video,ai-image-2-video,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AI Image 2 Video,ai-image-2-video,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,AI Image 2 Video,ai-image-2-video,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
